time,enrolled,available,waitlisted,total
2023-09-08T09:41:24,0,10,0,10
2023-09-08T09:54:20,0,10,0,10
2023-09-08T10:07:15,0,10,0,10
2023-09-08T10:20:12,0,10,0,10
2023-09-08T10:33:20,0,10,0,10
2023-09-08T10:46:15,0,10,0,10
2023-09-08T10:59:09,0,10,0,10
2023-09-08T11:12:04,0,10,0,10
2023-09-08T11:24:59,0,10,0,10
2023-09-08T11:37:55,0,10,0,10
2023-09-08T11:50:50,0,10,0,10
2023-09-08T12:03:45,0,10,0,10
2023-09-08T12:16:50,0,10,0,10
2023-09-08T12:29:45,0,10,0,10
2023-09-08T12:42:40,0,10,0,10
2023-09-08T12:55:35,0,10,0,10
2023-09-08T13:08:29,0,10,0,10
2023-09-08T13:21:24,0,10,0,10
2023-09-08T13:34:20,0,10,0,10
2023-09-08T13:47:15,0,10,0,10
2023-09-08T14:00:20,0,10,0,10
2023-09-08T14:13:16,0,10,0,10
2023-09-08T14:26:12,0,10,0,10
2023-09-08T14:39:07,0,10,0,10
2023-09-08T14:52:02,0,10,0,10
2023-09-08T15:04:57,0,10,0,10
2023-09-08T15:18:03,0,10,0,10
2023-09-08T15:30:58,0,10,0,10
2023-09-08T15:43:53,0,10,0,10
2023-09-08T15:56:47,0,10,0,10
2023-09-08T16:09:43,0,10,0,10
2023-09-08T16:22:37,0,10,0,10
2023-09-08T16:35:44,0,10,0,10
2023-09-08T16:48:38,0,10,0,10
2023-09-08T17:01:33,0,10,0,10
2023-09-08T17:14:29,0,10,0,10
2023-09-08T17:27:24,0,10,0,10
2023-09-08T17:40:19,0,10,0,10
2023-09-08T17:53:14,0,10,0,10
2023-09-08T18:06:11,0,10,0,10
2023-09-08T18:19:08,0,10,0,10
2023-09-08T18:32:14,0,10,0,10
2023-09-08T18:45:10,0,10,0,10
2023-09-08T18:58:06,0,10,0,10
2023-09-08T19:11:02,0,10,0,10
2023-09-08T19:23:57,0,10,0,10
2023-09-08T19:36:52,0,10,0,10
2023-09-08T19:49:47,0,10,0,10
2023-09-08T20:02:43,0,10,0,10
2023-09-08T20:15:38,0,10,0,10
2023-09-08T20:28:33,0,10,0,10
2023-09-08T20:41:28,0,10,0,10
2023-09-08T20:54:35,0,10,0,10
2023-09-08T21:07:30,0,10,0,10
2023-09-08T21:20:25,0,10,0,10
2023-09-08T21:33:20,0,10,0,10
2023-09-08T21:46:14,0,10,0,10
2023-09-08T21:59:10,0,10,0,10
2023-09-08T22:12:04,0,10,0,10
2023-09-08T22:24:59,0,10,0,10
2023-09-08T22:38:05,0,10,0,10
2023-09-08T22:50:59,0,10,0,10
2023-09-08T23:03:54,0,10,0,10
2023-09-08T23:16:50,0,10,0,10
2023-09-08T23:29:46,0,10,0,10
2023-09-08T23:42:42,0,10,0,10
2023-09-08T23:55:37,0,10,0,10
2023-09-09T00:08:35,0,10,0,10
2023-09-09T00:21:37,0,10,0,10
2023-09-09T00:34:36,0,10,0,10
2023-09-09T00:47:35,0,10,0,10
2023-09-09T01:00:35,0,10,0,10
2023-09-09T01:13:34,0,10,0,10
2023-09-09T01:26:45,0,10,0,10
2023-09-09T01:39:45,0,10,0,10
2023-09-09T01:52:46,0,10,0,10
2023-09-09T02:05:45,0,10,0,10
2023-09-09T02:18:42,0,10,0,10
2023-09-09T02:31:40,0,10,0,10
2023-09-09T02:44:37,0,10,0,10
2023-09-09T02:57:32,0,10,0,10
2023-09-09T03:10:28,0,10,0,10
2023-09-09T03:23:25,0,10,0,10
2023-09-09T03:36:22,0,10,0,10
2023-09-09T03:49:19,0,10,0,10
2023-09-09T04:02:17,0,10,0,10
2023-09-09T04:32:40,0,10,0,10
2023-09-09T04:45:43,0,10,0,10
2023-09-09T04:58:42,0,10,0,10
2023-09-09T05:11:43,0,10,0,10
2023-09-09T05:24:47,0,10,0,10
2023-09-09T05:37:46,0,10,0,10
2023-09-09T05:50:45,0,10,0,10
2023-09-09T06:03:44,0,10,0,10
2023-09-09T06:16:42,0,10,0,10
2023-09-09T06:29:42,0,10,0,10
2023-09-09T06:42:41,0,10,0,10
2023-09-09T06:55:40,0,10,0,10
2023-09-09T07:08:39,0,10,0,10
2023-09-09T07:21:38,0,10,0,10
2023-09-09T07:34:36,0,10,0,10
2023-09-09T07:47:32,0,10,0,10
2023-09-09T08:00:39,0,10,0,10
2023-09-09T08:13:38,0,10,0,10
2023-09-09T08:26:36,0,10,0,10
2023-09-09T08:39:34,0,10,0,10
2023-09-09T08:52:32,0,10,0,10
2023-09-09T09:05:31,0,10,0,10
2023-09-09T09:18:30,0,10,0,10
2023-09-09T09:31:28,0,10,0,10
2023-09-09T09:44:25,0,10,0,10
2023-09-09T09:57:23,0,10,0,10
2023-09-09T10:10:21,0,10,0,10
2023-09-09T10:23:18,0,10,0,10
2023-09-09T10:36:15,0,10,0,10
2023-09-09T10:49:23,0,10,0,10
2023-09-09T11:02:21,0,10,0,10
2023-09-09T11:15:18,0,10,0,10
2023-09-09T11:28:13,0,10,0,10
2023-09-09T11:41:08,0,10,0,10
2023-09-09T11:54:04,0,10,0,10
2023-09-09T12:07:00,0,10,0,10
2023-09-09T12:19:55,0,10,0,10
2023-09-09T12:32:50,0,10,0,10
2023-09-09T12:45:45,0,10,0,10
2023-09-09T12:58:41,0,10,0,10
2023-09-09T13:11:36,0,10,0,10
2023-09-09T13:24:30,0,10,0,10
2023-09-09T13:37:26,0,10,0,10
2023-09-09T13:50:32,0,10,0,10
2023-09-09T14:03:27,0,10,0,10
2023-09-09T14:16:23,0,10,0,10
2023-09-09T14:29:18,0,10,0,10
2023-09-09T14:42:13,0,10,0,10
2023-09-09T14:55:09,0,10,0,10
2023-09-09T15:08:04,0,10,0,10
2023-09-09T15:20:59,0,10,0,10
2023-09-09T15:33:53,0,10,0,10
2023-09-09T15:46:49,0,10,0,10
2023-09-09T15:59:44,0,10,0,10
2023-09-09T16:12:38,0,10,0,10
2023-09-09T16:25:43,0,10,0,10
2023-09-09T16:38:38,0,10,0,10
